trace,count
11 12 22 20 40 3,1
11 12 19 89 3,1
11 12 22 20 38 3,1
11 12 22 14 10 3,1
11 12 22 14 24 17 40 3,1
11 12 22 14 30 27 28 3,1
11 12 22 14 31 3,1
11 12 22 14 32 3,1
11 12 22 14 34 3,1
11 12 22 14 35 3,1
11 12 22 14 38 3,1
11 12 22 14 39 14 24 3,1
11 12 22 14 39 3,1
11 12 22 14 47 3,1
11 12 22 14 48 17 30 3,1
11 12 22 14 52 3,1
11 12 19 23 68 3,1
11 12 19 23 64 23 38 3,1
11 12 19 23 63 3,1
11 12 19 14 61 3,1
11 12 22 27 60 3,1
11 12 22 27 57 3,1
11 12 22 27 56 3,1
11 12 22 27 56 20 69 3,1
11 12 22 27 47 3,1
11 12 22 27 42 3,1
11 12 19 14 49 3,1
11 12 19 14 50 27 30 3,1
11 12 19 14 54 3,1
11 12 19 14 59 3,1
11 12 19 14 64 3,1
11 12 19 17 30 3,1
11 12 19 14 66 3,1
11 12 19 14 68 3,1
11 12 19 14 69 3,1
11 12 19 14 73 3,1
11 12 19 14 74 3,1
11 12 22 27 41 3,1
11 12 19 14 78 3,1
11 12 19 14 79 3,1
11 12 19 14 83 3,1
11 12 19 17 24 14 30 3,1
11 12 22 27 64 3,1
11 12 19 14 46 3,1
11 12 19 14 40 3,1
11 12 22 27 66 3,1
11 12 16 5 3,1
11 12 16 64 63 3,1
11 12 22 27 81 3,1
11 12 16 67 3,1
11 12 22 27 79 3,1
11 12 16 70 3,1
11 12 16 71 3,1
11 12 22 27 73 3,1
11 12 22 27 68 3,1
11 12 16 86 3,1
11 12 16 89 3,1
11 12 16 91 3,1
11 12 16 92 3,1
11 12 19,1
11 12 19 14,1
11 12 19 14 25 3,1
11 12 19 14 31 3,1
11 12 19 14 32 3,1
11 12 19 14 33 3,1
11 12 19 14 38 3,1
11 12 22 27 67 3,1
11 12 19 17 25 3,1
11 12 19 17 31 3,1
11 12 19 23 60 3,1
11 12 19 23 10 3,1
11 12 19 20 66 3,1
11 12 19 20 68 3,1
11 12 19 20 69 3,1
11 12 19 20 70 3,1
11 12 22 27 33 3,1
11 12 19 20 71 3,1
11 12 19 20 73 3,1
11 12 19 20 74 3,1
11 12 19 20 86 3,1
11 12 19 20 87 3,1
11 12 19 23 21 3,1
11 12 19 17 42 3,1
11 12 19 23 24 3,1
11 12 19 23 28 23 30 3,1
11 12 19 23 33 3,1
11 12 19 23 34 17 15 3,1
11 12 19 23 34 3,1
11 12 19 23 46 3,1
11 12 19 23 54 3,1
11 12 19 23 56 3,1
11 12 19 23 58 3,1
11 12 19 23 59 3,1
11 12 19 20 63 3,1
11 12 19 20 60 3,1
11 12 19 20 55 3,1
11 12 19 20 50 3,1
11 12 19 17 46 3,1
11 12 19 17 47 3,1
11 12 22 17 66 3,1
11 12 19 17 49 3,1
11 12 19 17 54 14 56 3,1
11 12 19 17 54 3,1
11 12 19 17 61 3,1
11 12 19 17 63 3,1
11 12 19 17 68 3,1
11 12 19 17 74 3,1
11 12 19 17 77 3,1
11 12 19 17 78 3,1
11 12 19 17 80 3,1
11 12 19 20,1
11 12 19 20 32 3,1
11 12 19 20 33 3,1
11 12 19 20 39 3,1
11 12 19 20 44 3,1
11 12 19 20 45 3,1
11 12 19 20 46 3,1
11 12 19 20 47 3,1
11 12 19 27 89 3,1
1,1
11 12 16 23 32 14 28 27 24 3,1
1 7 23 69 3,1
1 7 20 56 3,1
1 7 20 53 3,1
1 7 20 5 27 79 3,1
1 7 20 4 3,1
1 7 20 31 3,1
1 7 20 26 3,1
1 7 17 83 3,1
1 7 17 82 3,1
1 7 17 8 3,1
1 7 17 78 3,1
1 7 17 74 3,1
1 7 17 73 3,1
1 7 17 54 3,1
1 7 17 5 3,1
1 7 17 38 3,1
1 7 20 63 3,1
1 7 20 66 3,1
1 7 20 69 3,1
1 7 23 49 3,1
1 7 23 60 3,1
1 7 23 58 3,1
1 7 23 57 3,1
1 7 23 55 3,1
1 7 23 54 20 83 3,1
1 7 23 52 3,1
1 7 23 47 3,1
1 7 20 78 3,1
1 7 23 38 3,1
1 7 23 29 3,1
1 7 23 25 3,1
1 7 23 10 3,1
1 7 20 83 3,1
1 7 20 80 3,1
1 7 17 37 3,1
1 7 17 36 3,1
1 7 17 31 3,1
1 6 27 74 3,1
1 6 47 64 3,1
1 6 4 83 3,1
1 6 29 41 3,1
1 6 27 80 17 66 3,1
1 6 27 79 3,1
1 6 27 77 3,1
1 6 27 65 3,1
1 6 81 47 3,1
1 6 27 60 3,1
1 6 27 60 14 54 3,1
1 6 27 58 3,1
1 6 27 57 3,1
1 6 27 56 3,1
1 6 27 53 3,1
1 6 78 64 3,1
1 6 81 82 3,1
1 7 17 26 3,1
1 7 14 73 3,1
1 7 17 25 3,1
1 7 17 25 14 49 3,1
1 7 17 18 3,1
1 7 14 83 3,1
1 7 14 82 3,1
1 7 14 8 3,1
1 7 14 65 3,1
1 7 14 10 3,1
1 7 14 58 3,1
1 7 14 57 3,1
1 7 14 5 3,1
1 7 14 49 3,1
1 7 14 4 3,1
1 7 14 36 3,1
1 7 23 65 3,1
1 7 23 73 3,1
11 12 16 23 25 3,1
1 7 23 8 3,1
1 75 23 69 3,1
1 75 23 68 27 4 3,1
1 75 23 58 3,1
1 75 23 54 3,1
1 75 23 53 3,1
1 75 23 47 3,1
1 75 23 29 3,1
1 75 23,1
1 75 20 81 3,1
1 75 20 80 3,1
1 75 20 8 3,1
1 75 20 74 3,1
1 75 20 69 3,1
1 75 20 64 3,1
1 75 20 63 3,1
1 75 23 77 3,1
1 75 23 8 3,1
1 75 25 3,1
1 75 27 77 3,1
1 76 14 31 3,1
1 75 82 3,1
1 75 60 3,1
1 75 31 3,1
1 75 29 38 3,1
1 75 27 79 3,1
1 75 27 68 3,1
1 75 27 33 3,1
1 75 27 60 3,1
1 75 27 59 3,1
1 75 27 58 3,1
1 75 27 57 3,1
1 75 27 5 3,1
1 75 27 41 3,1
1 75 20 31 3,1
1 75 20 26 3,1
1 75 17 80 3,1
1 7 27 36 3,1
1 7 27 64 3,1
1 7 27 60 3,1
1 7 27 54 3,1
1 7 27 49 3,1
1 7 27 4 3,1
1 7 27 37 3,1
1 7 27 33 3,1
1 7 27 68 3,1
1 7 27 31 3,1
1 7 27 25 3,1
1 7 27,1
1 7 23 83 3,1
1 7 23 81 20 8 3,1
1 7 23 80 3,1
1 7 27 66 3,1
1 7 27 69 3,1
1 75 17 79 3,1
1 75 14 4 3,1
1 75 17 69 3,1
1 75 17 66 3,1
1 75 17 64 3,1
1 75 17 29 3,1
1 75 14 52 3,1
1 75 14 47 3,1
1 75 14 26 3,1
1 7 27 74 3,1
1 7 58 69 3,1
1 7 47 69 3,1
1 7 27 82 3,1
1 7 27 81 3,1
1 7 27 79 3,1
1 7 27 77 3,1
1 6 27 49 3,1
1 6 27 33 3,1
1 6 27 10 3,1
1 6 27,1
1 2 20 8 3,1
1 2 20 79 3,1
1 2 20 78 3,1
1 2 20 74 3,1
1 2 20 69 3,1
1 2 20 69 27 79 3,1
1 2 20 68 3,1
1 2 20 65 3,1
1 2 20 60 3,1
1 2 20 59 3,1
1 2 20 58 3,1
1 2 20 53 14 52 3,1
1 2 20 47 3,1
1 2 20 41 3,1
1 2 20 36 3,1
1 2 20 80 3,1
1 2 20 82 3,1
1 2 20 83 3,1
1 2 23 8 3,1
1 2 27 52 3,1
1 2 27 38 3,1
1 2 27 31 3,1
1 2 27 31 27 31 3,1
1 2 27 18 14 66 3,1
1 2 23 81 3,1
1 2 23 74 3,1
1 2 23 49 3,1
1 2 23 73 27 81 3,1
1 2 23 68 3,1
1 2 23 64 3,1
1 2 23 60 3,1
1 2 23 57 3,1
1 2 23 56 3,1
1 2 20 29 3,1
1 2 20 26 3,1
1 2 20 18 3,1
1 2 14 56 3,1
1 2 14 74 3,1
1 2 14 73 3,1
1 2 14 68 3,1
1 2 14 65 3,1
1 2 14 59 3,1
1 2 14 58 3,1
1 2 14 55 3,1
1 2 14 78 3,1
1 2 14 5 3,1
1 2 14 36 3,1
1 2 14 31 3,1
1 2 14 29 3,1
1 2 14 18 3,1
1 2 14,1
1 2 14 77 3,1
1 2 14 80 3,1
1 2 18 63 3,1
1 2 17 47 3,1
1 2 17 80 3,1
1 2 17 77 3,1
1 2 17 60 3,1
1 2 17 56 3,1
1 2 17 52 3,1
1 2 17 52 14 49 3,1
1 2 17 41 3,1
1 2 14 82 27 81 3,1
1 2 17 33 3,1
1 2 17 31 3,1
1 2 17 26 3,1
1 2 17 25 3,1
1 2 17 10 3,1
1 2 14 83 3,1
1 2 27 56 3,1
1 2 27 60 3,1
1 2 27 66 3,1
1 6 20 36 3,1
1 6 20 55 3,1
1 6 20 53 3,1
1 6 20 52 3,1
1 6 20 47 27 49 3,1
1 6 20 41 3,1
1 6 20 4 3,1
1 6 20 31 3,1
1 6 20 68 3,1
1 6 20 29 3,1
1 6 20 25 3,1
1 6 20 18 3,1
1 6 17 83 3,1
1 6 17 82 3,1
1 6 17 80 3,1
1 6 20 66 3,1
1 6 20 79 3,1
1 6 17 78 3,1
1 6 23 53 17 29 3,1
1 6 23 81 3,1
1 6 23 80 3,1
1 6 23 78 3,1
1 6 23 68 3,1
1 6 23 66 3,1
1 6 23 53 3,1
1 6 23 52 3,1
1 6 20 8 3,1
1 6 23 49 3,1
1 6 23 47 20 79 3,1
1 6 23 29 3,1
1 6 23 10 20 83 3,1
1 6 20 83 3,1
1 6 20 82 3,1
1 6 17 8 3,1
1 6 17 77 3,1
1 2 27 69 3,1
1 2 54 38 3,1
1 6 14 4 3,1
1 6 14 38 3,1
1 6 14 29 3,1
1 6 14 29 17 59 3,1
1 6 14 18 3,1
1 2 73 4 3,1
1 2 49 38 3,1
1 6 14 54 3,1
1 2 31 18 3,1
1 2 27 83 3,1
1 2 27 82 3,1
1 2 27 8 3,1
1 2 27 79 3,1
1 2 27 78 3,1
1 6 14 41 3,1
1 6 14 57 3,1
1 6 17 68 3,1
1 6 17 33 3,1
1 6 17 65 3,1
1 6 17 53 3,1
1 6 17 41 3,1
1 6 17 4 3,1
1 6 17 4 14 74 3,1
1 6 17 4 14 41 3,1
1 6 17 29 3,1
1 6 14 59 3,1
1 6 17 26 3,1
1 6 17 25 3,1
1 6 14 77 3,1
1 6 14 69 3,1
1 6 14 66 3,1
1 6 14 64 3,1
1 76 14 37 3,1
1 76 14 4 3,1
1 76 14 41 3,1
1 93 23 26 3,1
11 12 13 20 81 3,1
11 12 13 20 63 3,1
11 12 13 20 61 3,1
11 12 13 20 57 3,1
11 12 13 20 51 3,1
11 12 13 20 35 3,1
11 12 13 20 34 3,1
11 12 13 20 32 3,1
11 12 13 20 18 3,1
11 12 13 17 88 3,1
11 12 13 17 83 3,1
11 12 13 17 81 14 60 3,1
11 12 13 17 71 3,1
11 12 13 17 71 14 39 3,1
11 12 13 17 70 3,1
11 12 13 23 15 3,1
11 12 13 23 18 3,1
11 12 13 23 25 3,1
11 12 13 23 62 3,1
11 12 13 26 3,1
11 12 13 25 82 3,1
11 12 13 23 78 3,1
11 12 13 23 71 3,1
11 12 13 23 68 3,1
11 12 13 23 65 3,1
11 12 13 23 61 3,1
11 12 13 23 30 3,1
11 12 13 23 54 3,1
11 12 13 23 49 3,1
11 12 13 23 40 3,1
11 12 13 23 34 3,1
11 12 13 23 33 3,1
11 12 13 23 32 3,1
11 12 13 17 68 3,1
11 12 13 17 67 3,1
11 12 13 17 64 3,1
11 12 13 14 61 3,1
11 12 13 14 77 3,1
11 12 13 14 68 3,1
11 12 13 14 67 3,1
11 12 13 14 66 3,1
11 12 13 14 64 3,1
11 12 13 14 63 3,1
11 12 13 14 59 3,1
11 12 13 14 86 3,1
11 12 13 14 51 3,1
11 12 13 14 50 3,1
11 12 13 14 47 3,1
11 12 13 14 38 3,1
11 12 13 14 29 3,1
11 12 13 14 25 3,1
11 12 13 14 78 3,1
11 12 13 15 30 3,1
11 12 13 17 61 3,1
11 12 13 17 48 3,1
11 12 13 17 60 3,1
11 12 13 17 59 3,1
11 12 13 17 57 3,1
11 12 13 17 53 3,1
11 12 13 17 52 3,1
11 12 13 17 49 3,1
11 12 13 17 46 3,1
11 12 13 17 25 3,1
11 12 13 17 4 3,1
11 12 13 17 34 3,1
11 12 13 17 31 3,1
11 12 13 17 30 3,1
11 12 13 17 29 3,1
11 12 13 17 26 3,1
11 12 13 27 24 23 24 3,1
11 12 13 27 25 3,1
11 12 13 27 31 3,1
11 12 16 17 60 3,1
11 12 16 17 81 14 80 3,1
11 12 16 17 70 3,1
11 12 16 17 65 3,1
11 12 16 17 64 3,1
11 12 16 17 62 3,1
11 12 16 17 61 3,1
11 12 16 17 49 3,1
11 12 16 20 30 3,1
11 12 16 17 48 3,1
11 12 16 17 47 3,1
11 12 16 17 46 3,1
11 12 16 17 42 3,1
11 12 16 17 38 3,1
11 12 16 17 33 3,1
11 12 16 17 86 3,1
11 12 16 20 32 3,1
11 12 16 17 28 3,1
11 12 16 20 70 3,1
11 12 16 23 18 3,1
11 12 16 21 30 3,1
11 12 16 20 83 3,1
11 12 16 20 79 3,1
11 12 16 20 78 3,1
11 12 16 20 77 3,1
11 12 16 20 66 3,1
11 12 16 20 40 3,1
11 12 16 20 65 3,1
11 12 16 20 61 3,1
11 12 16 20 59 3,1
11 12 16 20 53 3,1
11 12 16 20 50 3,1
11 12 16 20 43 3,1
11 12 16 17 32 3,1
11 12 16 14 80 3,1
11 12 13 27 33 3,1
11 12 13 27 54 3,1
11 12 13 27 74 3,1
11 12 13 27 70 3,1
11 12 13 27 68 3,1
11 12 13 27 65 3,1
11 12 13 27 63 3,1
11 12 13 27 60 3,1
11 12 13 27 52 3,1
11 12 13 27 82 3,1
11 12 13 27 51 20 35 3,1
11 12 13 27 50 3,1
11 12 13 27 5 3,1
11 12 13 27 47 3,1
11 12 13 27 41 3,1
11 12 13 27 4 3,1
11 12 13 27 79 3,1
11 12 13 28 30 3,1
11 12 16 14 8 3,1
11 12 16 14 58 3,1
11 12 16 14 77 3,1
11 12 16 14 74 3,1
11 12 16 14 68 3,1
11 12 16 14 61 3,1
11 12 16 14 60 3,1
11 12 16 14 59 3,1
11 12 16 14 50 3,1
11 12 13 4 3,1
11 12 16 14 45 3,1
11 12 16 14 36 3,1
11 12 16 14 15 3,1
11 12 13 91 3,1
11 12 13 88 3,1
11 12 13 62 3,1
1 93 58 3,1
1 9 65 3,1
1 76 14 54 3,1
1 9 27 80 3,1
1 84 49 3,1
1 84 4 3,1
1 84 38 3,1
1 84 31 3,1
1 84 29 3,1
1 84 27 83 3,1
1 84 27 69 3,1
1 84 27 66 3,1
1 84 27 57 3,1
1 84 27 55 3,1
1 84 27 4 3,1
1 84 25 3,1
1 84 20 77 3,1
1 84 20 73 3,1
1 84 20 5 3,1
1 84 52 3,1
1 84 55 3,1
1 84 57 3,1
1 85 27 5 3,1
1 85 64 3,1
1 85 63 3,1
1 85 60 3,1
1 85 58 3,1
1 85 57 3,1
1 85 47 3,1
1 85 26 3,1
1 84 58 3,1
1 85 20 36 3,1
1 85 17 57 3,1
1 84 81 3,1
1 84 77 3,1
1 84 65 3,1
1 84 63 3,1
1 84 18 3,1
1 84 17 59 3,1
1 84 17 33 3,1
1 76 17 4 3,1
1 76 23 8 3,1
1 76 23 74 3,1
1 76 23 53 3,1
1 76 23 47 3,1
1 76 23 37 3,1
1 76 17 80 3,1
1 76 17 29 3,1
1 76 27 52 3,1
1 76 14 81 3,1
1 76 14 78 3,1
1 76 14 69 3,1
1 76 14 68 3,1
1 76 14 60 3,1
1 76 14 59 3,1
1 76 27 33 3,1
1 76 27 53 3,1
1 84 14 77 3,1
1 76 63 3,1
1 84 14 68 3,1
1 76 83 3,1
1 76 81 3,1
1 76 78 3,1
1 76 73 3,1
1 76 66 3,1
1 76 56 3,1
1 76 27 58 3,1
1 76 53 3,1
1 76 37 3,1
1 76 33 3,1
1 76 27 8 3,1
1 76 27 78 3,1
1 76 27 77 3,1
1 85 65 3,1
1 85 79 3,1
1 85 80 3,1
1 9 23 37 3,1
1 9 23 66 3,1
1 9 23 65 3,1
1 9 23 64 3,1
1 9 23 59 27 37 3,1
1 9 23 58 3,1
1 9 23 38 3,1
1 9 23 33 3,1
1 9 23 80 3,1
1 9 20 83 3,1
1 9 20 78 3,1
1 9 20 66 3,1
1 9 20 57 3,1
1 9 20 56 3,1
1 9 20 55 3,1
1 9 23 73 3,1
1 9 23 82 3,1
1 9 20 53 3,1
1 9 27 56 3,1
1 9 27 73 3,1
1 9 27 69 3,1
1 9 27 68 3,1
1 9 27 59 3,1
1 9 27 58 3,1
1 9 27 57 3,1
1 9 27 53 3,1
1 9 27 10 3,1
1 9 27 4 3,1
1 9 27 37 3,1
1 9 27 33 3,1
1 9 27 29 20 79 3,1
1 9 27 26 3,1
1 9 27 18 3,1
1 9 20 55 27 78 3,1
1 9 20 52 3,1
1 9 10 52 3,1
1 9 14 65 3,1
1 9 14 82 3,1
1 9 14 81 3,1
1 9 14 79 3,1
1 9 14 78 3,1
1 9 14 73 3,1
1 9 14 66 3,1
1 9 14 58 3,1
1 9 17 29 3,1
1 9 14 56 3,1
1 9 14 4 3,1
1 9 14 36 3,1
1 9 14 33 3,1
1 9 14 25 3,1
1 9 14 18 3,1
1 9 17 26 3,1
1 9 17 37 3,1
1 9 20 5 3,1
1 9 17 69 3,1
1 9 20 47 3,1
1 9 20 41 3,1
1 9 20 37 3,1
1 9 20 31 3,1
1 9 20 18 3,1
1 9 17 78 3,1
1 9 17 66 3,1
1 9 17 38 3,1
1 9 17 64 3,1
1 9 17 63 3,1
1 9 17 54 3,1
1 9 17 53 3,1
1 9 17 52 3,1
1 9 17 41 3,1
11 12 13 14 18 3,1
