case_id,trace
2949,1 7 3
2950,1 6 3
2951,1 9 3
2952,1 75 3
2953,1 2 3
2954,1 6 3
2955,1 2 3
2956,1 7 3
2957,1 9 10 3
2958,1 6 8 3
2959,1 2 26 3
2960,1 2 53 3
2961,1 6 37 3
2962,1 2 3
2963,1 6 55 3
2964,1 7 3
2965,1 2 14 68 3
2966,1 9 3
2967,1 6 3
2968,1 7 57 3
2969,1 2 3
2970,1 9 3
2971,1 2 3
2972,1 6 58 3
2973,1 7 17 78 3
2974,1 2 41 3
2975,1 2 54 3
2976,1 6 29 3
2977,1 7 56 3
2978,1 9 3
2979,1 75 3
2980,1 2 3
2981,11 12 13 14 21 3
2982,11 12 16 17 60 3
2983,11 12 19 40 3
2984,1 6 3
2985,1 7 3
2986,11 12 22 20 42 3
2987,11 12 12 12 13 78 3
2988,1 9 3
2989,11 12 12 12 16 53 3
2990,11 12 13 43 3
2991,11 12 16 20 32 3
2992,11 12 19 47 3
2993,1 2 20 74 3
2994,1 6 47 3
2995,11 12 12 12 12 12 12 72
2996,1 75 3
2997,1 76 3
2998,11 12 13 58 3
2999,11 12 12 12 12 12 12 72
3000,11 12 12 12 12 12 12 72
3001,11 12 12 12 12 12 12 72
3002,1 7 23 73 3
3003,1 6 3
3004,11 12 16 27 80 3
3005,11 12 12 12 12 12 12 72
3006,11 12 12 12 12 12 12 72
3007,11 12 12 12 12 12 12 72
3008,11 12 12 12 12 12 12 72
3009,11 12 12 12 12 12 12 72
3010,11 12 12 12 12 12 12 72
3011,11 12 12 12 12 12 12 72
3012,11 12 13 17 25 3
3013,11 12 19 14 51 3
3014,1 2 3
3015,11 12 12 12 12 12 12 72
3016,11 12 12 12 12 12 12 72
3017,1 6 3
3018,11 12 12 12 12 12 12 72
3019,11 12 12 12 12 12 12 72
3020,1 7 10 3
3021,1 9 82 3
3022,1 2 23 25 3
3023,1 75 56 3
3024,1 76 3
3025,1 84 27 31 3
3026,1 85 3
3027,1 2 3
3028,1 2 3
3029,1 6 8 3
3030,1 7 49 3
3031,1 2 59 3
3032,1 9 83 3
3033,1 2 3
3034,1 6 3
3035,1 7 3
3036,1 2 53 3
3037,11 12 12 19 73 3
3038,11 12 12 22 17 34 3
3039,1 9 60 3
3040,11 12 12 12 13 27 74 3
3041,11 12 12 12 22 20 45 3
3042,1 2 77 3
3043,11 12 12 12 12 12 12 19 63 3
3044,1 6 14 66 3
3045,1 7 3
3046,11 12 12 19 27 8 3
3047,1 75 57 3
3048,1 76 3
3049,11 12 12 22 35 3
3050,11 12 12 12 12 12 12 22 73 3
3051,11 12 12 12 12 12 12 72
3052,11 12 12 12 12 12 12 72
3053,11 12 12 16 81 3
3054,11 12 12 19 14 21 3
3055,11 12 12 22 79 3
3056,11 12 12 12 12 12 12 13 24 3
3057,11 12 12 12 12 12 12 16 14 34 3
3058,11 12 12 12 12 12 12 19 27 68 3
3059,11 12 12 12 12 12 12 72
3060,11 12 12 12 12 12 12 72
3061,1 2 4 3
3062,11 12 12 12 12 12 12 72
3063,11 12 12 12 12 12 12 72
3064,11 12 12 12 12 12 12 72
3065,11 12 12 12 12 12 12 72
3066,11 12 12 12 12 12 12 72
3067,11 12 12 12 12 12 12 72
3068,11 12 12 12 12 12 12 72
3069,11 12 12 12 12 12 12 72
3070,1 6 3
3071,11 12 12 12 12 12 12 72
3072,11 12 12 12 12 12 12 72
3073,11 12 12 12 12 12 12 72
3074,1 2 5 3
3075,11 12 12 12 12 12 12 72
3076,1 7 3
3077,11 12 12 12 12 12 12 72
3078,11 12 12 12 12 12 12 72
3079,11 12 12 12 12 12 12 72
3080,11 12 12 12 12 12 12 72
3081,1 9 10 3
3082,11 12 12 12 12 12 12 72
3083,1 6 3
3084,1 75 8 3
3085,11 12 12 12 12 12 12 72
3086,1 7 23 36 3
3087,1 2 3
3088,1 9 27 18 3
3089,1 6 3
3090,1 2 26 3
3091,1 2 3
3092,1 2 3
3093,1 6 14 56 3
3094,1 7 37 3
3095,1 9 53 3
3096,1 75 3
3097,1 2 57 3
3098,1 6 3
3099,1 7 55 3
3100,1 9 3
3101,1 75 41 3
3102,1 76 58 3
3103,1 84 54 3
3104,1 2 3
3105,1 6 17 47 3
3106,11 12 13 17 28 3
3107,1 7 14 64 3
3108,11 12 16 20 39 3
3109,11 12 12 13 23 42 3
3110,11 12 12 12 12 12 13 14 52 3
3111,1 6 3
3112,11 12 13 24 3
3113,1 9 69 3
3114,11 12 16 23 40 3
3115,11 12 12 16 63 3
3116,1 75 29 38 3
3117,11 12 12 12 12 12 12 72
3118,11 12 12 12 12 12 12 72
3119,11 12 12 12 12 12 12 72
3120,11 12 12 12 12 12 12 72
3121,11 12 12 12 12 12 12 72
3122,11 12 12 12 12 12 12 72
3123,1 2 27 52 3
3124,1 7 38 3
3125,11 12 12 12 12 12 12 72
3126,11 12 12 13 14 68 3
3127,1 6 3
3128,1 9 3
3129,1 2 63 3
3130,11 12 12 12 12 12 16 23 28 3
3131,11 12 12 12 12 12 19 64 3
3132,11 12 12 12 12 12 22 33 3
3133,11 12 12 12 12 12 12 72
3134,1 75 33 3
3135,1 76 3
3136,1 84 14 68 3
3137,11 12 12 12 12 12 12 72
3138,11 12 12 12 12 12 12 72
3139,11 12 12 12 12 12 12 72
3140,11 12 12 12 12 12 12 72
3141,11 12 12 12 12 12 12 72
3142,11 12 12 12 12 12 12 72
3143,11 12 12 12 12 12 12 72
3144,11 12 12 12 12 12 12 72
3145,1 2 74 3
3146,11 12 12 12 12 12 12 72
3147,11 12 12 12 12 12 12 72
3148,11 12 12 12 12 12 12 72
3149,11 12 12 12 12 12 12 72
3150,1 2 3
3151,1 6 78 3
3152,1 7 3
3153,1 9 79 3
3154,1 2 81 3
3155,1 6 3
3156,1 2 3
3157,1 6 82 3
3158,1 7 23 31 3
3159,1 2 27 65 3
3160,1 6 3
3161,1 7 49 3
3162,1 2 59 3
3163,11 12 13 30 3
3164,11 12 16 41 3
3165,11 12 19 17 52 3
3166,11 12 22 20 24 3
3167,11 12 12 12 12 16 17 35 3
3168,11 12 12 12 12 19 80 3
3169,11 12 12 12 12 22 30 3
3170,11 12 19 20 35 3
3171,11 12 12 12 12 12 12 13 59 3
3172,11 12 12 12 12 12 12 16 27 32 3
3173,11 12 12 12 12 12 12 72
3174,1 2 4 3
3175,11 12 12 12 12 12 12 19 83 3
3176,11 12 12 12 12 12 12 22 43 3
3177,11 12 12 12 12 12 12 72
3178,11 12 16 14 43 3
3179,11 12 19 33 3
3180,11 12 22 64 3
3181,11 12 12 12 12 12 12 72
3182,11 12 12 12 12 12 12 72
3183,1 6 3
3184,11 12 12 12 12 12 12 72
3185,1 2 54 3
3186,11 12 12 12 12 12 12 72
3187,11 12 12 12 12 12 12 72
3188,11 12 12 12 12 12 12 72
3189,11 12 12 12 12 12 12 72
3190,11 12 12 12 12 12 12 72
3191,1 6 3
3192,11 12 12 12 12 12 12 72
3193,11 12 12 12 12 12 12 72
3194,11 12 12 12 12 12 12 72
3195,11 12 12 12 12 12 12 72
3196,1 2 69 3
3197,1 7 23 5 3
3198,1 2 26 3
3199,1 6 3
3200,1 2 37 3
3201,1 6 3
3202,1 2 3
3203,1 7 3
3204,1 6 3
3205,1 9 3
3206,1 2 27 8 3
3207,1 7 3
3208,1 75 3
3209,1 76 3
3210,1 84 3
3211,1 2 57 3
3212,1 6 3
3213,1 7 14 26 3
3214,1 9 63 3
3215,1 2 10 3
3216,11 12 12 12 12 12 19 17 42 3
3217,1 6 4 3
3218,1 75 55 3
3219,11 12 12 12 12 12 22 49 3
3220,11 12 12 12 12 12 12 13 27 51 3
3221,11 12 12 12 12 12 12 16 66 3
3222,11 12 12 12 12 12 12 72
3223,11 12 12 12 12 12 12 72
3224,11 12 12 12 12 12 12 72
3225,11 12 12 12 12 12 12 72
3226,11 12 12 12 12 12 12 13 20 61 3
3227,1 6 3
3228,11 12 12 12 12 12 12 16 20 79 3
3229,11 12 12 12 12 12 12 72
3230,11 12 12 12 12 12 12 72
3231,1 2 53 3
3232,11 12 12 12 12 12 12 72
3233,11 12 12 12 12 12 12 72
3234,1 7 37 3
3235,11 12 12 12 22 27 74 3
3236,11 12 12 12 12 12 12 72
3237,1 9 3
3238,11 12 12 12 12 12 12 72
3239,11 12 12 12 12 12 12 72
3240,1 75 3
3241,11 12 12 12 12 12 12 72
3242,11 12 12 12 12 12 12 72
3243,11 12 12 12 12 12 12 72
3244,11 12 12 12 12 12 12 72
3245,11 12 12 12 12 12 12 72
3246,11 12 12 12 12 12 12 72
3247,11 12 12 12 12 12 12 72
3248,11 12 12 12 12 12 12 72
3249,11 12 12 12 12 12 12 72
3250,11 12 12 12 12 12 12 72
3251,11 12 12 12 12 12 12 72
3252,11 12 12 12 12 12 12 72
3253,11 12 12 12 12 12 12 72
3254,11 12 12 12 12 12 12 72
3255,1 2 3
3256,11 12 12 12 12 12 12 72
3257,11 12 12 12 12 12 12 72
3258,11 12 12 12 12 12 12 72
3259,1 6 3
3260,1 7 3
3261,1 9 55 3
3262,1 2 57 3
3263,1 6 3
3264,1 7 3
3265,1 2 58 3
3266,1 2 41 3
3267,1 6 54 3
3268,1 7 56 3
3269,1 9 29 3
3270,1 2 3
3271,1 2 3
3272,1 6 3
3273,1 7 3
3274,1 6 69 3
3275,1 9 36 3
3276,1 2 3
3277,1 6 23 77 3
3278,1 2 27 18 3
3279,1 6 18 3
3280,1 2 47 3
3281,1 7 3
3282,1 9 3
3283,1 75 3
3284,1 76 14 60 3
3285,1 2 17 36 3
3286,1 6 20 25 3
3287,1 7 3
3288,1 9 3
3289,1 2 3
3290,1 2 17 65 3
3291,1 6 78 3
3292,1 7 3
3293,1 9 79 3
3294,1 75 81 3
3295,1 2 3
3296,1 6 27 5 3
3297,1 2 14 64 3
3298,1 2 3
3299,1 6 10 3
3300,1 2 55 3
3301,1 6 3
3302,1 7 3
3303,1 2 57 3
3304,1 7 3
3305,1 6 54 3
3306,1 9 3
3307,1 2 29 3
3308,1 7 3
3309,1 75 3
3310,1 2 82 3
3311,1 6 31 3
3312,1 7 3
3313,1 9 49 3
3314,1 2 23 4 3
3315,1 6 59 3
3316,1 75 3
3317,1 76 3
3318,1 7 20 66 3
3319,1 9 3
3320,1 2 83 3
3321,11 12 12 22 27 21 3
3322,11 12 12 12 13 53 3
3323,11 12 12 13 35 3
3324,11 12 12 19 78 3
3325,11 12 12 16 17 15 3
3326,11 12 12 22 14 60 3
3327,11 12 12 19 34 3
3328,11 12 12 12 16 55 3
3329,11 12 12 12 22 57 3
3330,11 12 12 13 39 3
3331,11 12 12 16 23 80 3
3332,11 12 12 22 10 3
3333,11 12 12 12 12 12 12 72
3334,11 12 12 19 17 40 3
3335,11 12 12 12 13 34 3
3336,11 12 12 12 16 35 3
3337,11 12 12 13 82 3
3338,1 2 3
3339,11 12 12 16 69 3
3340,11 12 12 12 12 12 12 72
3341,11 12 12 12 12 12 12 72
3342,11 12 12 12 19 68 3
3343,11 12 12 12 22 20 39 3
3344,1 6 3
3345,11 12 12 12 12 12 12 72
3346,11 12 12 12 12 12 12 72
3347,1 7 3
3348,11 12 12 12 12 12 12 72
3349,11 12 12 12 19 14 81 3
3350,11 12 12 13 45 3
3351,1 2 3
3352,1 6 20 26 3
3353,11 12 12 16 77 3
3354,11 12 12 19 27 30 3
3355,11 12 12 22 46 3
3356,11 12 12 12 12 12 12 72
3357,11 12 12 13 25 3
3358,1 6 10 3
3359,11 12 12 12 12 12 12 72
3360,11 12 12 12 12 12 12 72
3361,1 2 8 3
3362,1 6 3
3363,1 7 3
3364,1 2 53 3
3365,1 9 55 3
3366,1 75 37 3
3367,1 6 3
3368,1 2 3
3369,1 6 3
3370,1 2 23 41 3
3371,1 6 3
3372,1 7 3
3373,1 9 3
3374,1 2 3
3375,1 2 57 3
3376,1 6 58 3
3377,11 12 13 30 3
3378,11 12 16 24 3
3379,11 12 19 23 28 3
3380,1 2 27 54 3
3381,11 12 12 16 27 65 3
3382,11 12 12 12 12 12 12 72
3383,11 12 12 12 12 12 12 72
3384,11 12 12 12 12 12 12 72
3385,1 6 3
3386,11 12 12 12 12 12 12 72
3387,11 12 12 13 17 50 3
3388,1 7 3
3389,11 12 12 12 12 12 12 72
3390,11 12 12 12 12 12 12 72
3391,11 12 12 12 12 12 12 72
3392,11 12 12 12 12 12 12 72
3393,1 9 14 56 3
3394,1 75 3
3395,11 12 12 12 12 12 12 72
3396,11 12 12 19 63 3
3397,11 12 12 12 12 12 12 72
3398,11 12 12 22 64 3
3399,1 2 3
3400,11 12 12 12 12 12 12 72
3401,11 12 12 12 12 12 12 72
3402,11 12 12 12 12 12 12 72
3403,1 6 3
3404,11 12 12 12 12 12 12 72
3405,11 12 12 12 12 12 12 72
3406,11 12 12 22 78 3
3407,11 12 12 12 12 12 12 72
3408,11 12 12 12 12 12 12 72
3409,11 12 12 12 12 12 12 72
3410,1 2 3
3411,1 7 29 3
3412,11 12 12 12 12 12 12 72
3413,11 12 12 12 12 12 12 72
3414,11 12 12 12 12 12 12 72
3415,11 12 12 12 12 12 12 72
3416,11 12 12 12 12 12 12 72
3417,11 12 12 12 12 12 12 72
3418,1 6 69 3
3419,1 2 3
3420,1 7 36 3
3421,1 6 3
3422,1 2 18 3
3423,1 7 47 3
3424,1 6 38 3
3425,1 2 3
3426,1 6 63 3
3427,1 2 3
3428,1 6 3
3429,1 7 3
3430,1 2 3
3431,1 6 3
3432,1 7 3
3433,1 9 3
3434,11 12 13 27 24 3
3435,11 12 16 8 3
3436,11 12 19 28 3
3437,1 2 79 3
3438,11 12 22 37 3
3439,11 12 12 12 12 12 16 24 3
3440,11 12 12 12 12 12 12 16 17 43 3
3441,11 12 12 12 12 12 12 22 14 30 27 28 3
3442,1 6 3
3443,11 12 12 12 12 12 12 16 80 3
3444,1 7 81 3
3445,11 12 12 12 12 12 12 72
3446,11 12 19 14 48 3
3447,11 12 12 12 12 12 12 72
3448,11 12 12 12 12 12 12 72
3449,11 12 12 12 12 12 12 13 14 28 3
3450,11 12 12 12 12 12 12 16 31 3
3451,1 2 20 29 3
3452,11 12 12 12 12 12 12 72
3453,1 6 3
3454,11 12 12 12 12 12 12 72
3455,11 12 12 12 12 12 12 72
3456,11 12 12 12 12 12 12 72
3457,11 12 12 12 12 12 12 72
3458,11 12 12 12 12 12 12 72
3459,11 12 12 12 12 12 12 72
3460,11 12 12 12 12 12 12 72
3461,1 2 3
3462,11 12 12 12 12 12 12 72
3463,11 12 12 12 12 12 12 72
3464,11 12 12 12 12 12 12 72
3465,1 6 3
3466,11 12 12 12 12 12 12 72
3467,11 12 12 12 12 12 12 72
3468,1 7 73 3
3469,11 12 12 12 12 12 12 72
3470,11 12 12 12 12 12 12 72
3471,11 12 12 12 12 12 12 72
3472,11 12 12 12 12 12 12 72
3473,11 12 12 12 12 12 12 72
3474,1 2 31 3
3475,1 6 3
3476,1 7 3
3477,1 2 3
3478,1 6 23 58 3
3479,1 7 3
3480,1 2 3
3481,1 6 3
3482,1 2 3
3483,11 12 12 12 12 13 27 52 3
3484,11 12 12 12 12 19 33 3
3485,11 12 12 12 12 22 30 3
3486,11 12 12 12 12 12 22 23 34 3
3487,1 2 3
3488,11 12 12 12 12 12 16 28 3
3489,11 12 12 12 12 12 12 72
3490,11 12 12 12 12 12 12 72
3491,11 12 12 12 12 12 12 72
3492,11 12 12 12 12 12 12 72
3493,11 12 12 12 12 12 12 72
3494,1 6 23 4 3
3495,11 12 12 12 12 12 12 72
3496,1 2 3
3497,11 12 12 12 12 12 12 72
3498,11 12 12 12 12 12 12 72
3499,11 12 12 12 12 12 12 72
3500,11 12 12 12 12 12 12 72
3501,1 7 3
3502,11 12 12 12 12 12 12 72
3503,11 12 12 12 12 12 12 72
3504,11 12 12 12 12 12 12 72
3505,11 12 12 12 12 12 12 72
3506,11 12 12 12 12 12 12 72
3507,11 12 12 12 12 12 12 72
3508,11 12 12 12 12 12 12 72
3509,1 2 14 26 3
3510,1 6 23 69 3
3511,11 12 12 12 12 12 12 72
3512,11 12 12 12 12 12 12 72
3513,11 12 12 12 12 12 12 72
3514,11 12 12 12 12 12 12 72
3515,1 7 5 3
3516,11 12 12 12 12 12 12 72
3517,11 12 12 12 12 12 12 72
3518,11 12 12 12 12 12 12 72
3519,11 12 12 12 12 12 12 72
3520,1 2 10 3
3521,1 6 8 3
3522,1 2 37 3
3523,1 6 27 36 3
3524,1 7 3
3525,1 2 53 3
3526,1 2 55 3
3527,1 6 14 41 3
3528,1 2 3
3529,1 6 58 3
3530,1 7 57 3
3531,1 9 17 18 3
3532,1 75 3
3533,1 2 54 3
3534,1 76 3
3535,1 6 3
3536,1 2 56 3
3537,1 7 3
3538,11 12 12 12 13 23 28 3
3539,11 12 12 12 16 64 63 3
3540,1 9 29 3
3541,11 12 12 12 12 12 19 27 48 3
3542,11 12 12 12 12 12 22 18 3
3543,1 6 3
3544,11 12 12 12 12 12 12 72
3545,11 12 12 12 12 12 12 72
3546,11 12 12 12 12 12 12 72
3547,11 12 12 12 12 12 16 17 38 3
3548,11 12 12 12 12 12 12 72
3549,11 12 12 12 12 12 12 72
3550,11 12 12 12 12 12 12 72
3551,11 12 12 12 12 12 12 72
3552,11 12 12 12 12 12 12 72
3553,11 12 12 12 12 12 12 72
3554,11 12 12 12 12 12 12 72
3555,11 12 12 12 12 12 12 72
3556,11 12 12 12 12 12 12 72
3557,11 12 12 12 12 12 12 72
3558,11 12 12 12 12 12 12 72
3559,11 12 12 12 12 12 12 72
3560,11 12 12 12 12 12 12 72
3561,11 12 12 12 12 12 12 72
3562,11 12 12 12 12 12 12 72
3563,11 12 12 12 12 12 12 72
3564,11 12 12 12 12 12 12 72
3565,11 12 12 12 12 12 12 72
3566,11 12 12 12 12 12 12 72
3567,11 12 12 12 12 12 12 72
3568,1 2 47 3
3569,11 12 12 12 12 12 12 72
3570,11 12 12 12 12 12 12 72
3571,11 12 12 12 12 12 12 72
3572,11 12 12 12 12 12 12 72
3573,1 6 3
3574,11 12 12 12 12 12 12 72
3575,11 12 12 12 12 12 12 72
3576,1 2 38 3
3577,1 2 3
3578,1 6 63 3
3579,1 7 3
3580,1 9 23 37 3
3581,1 2 64 3
3582,1 2 3
3583,1 2 3
3584,1 6 33 3
3585,1 7 74 3
3586,1 9 52 3
3587,1 2 82 3
3588,1 6 3
3589,1 7 49 3
3590,1 2 27 55 3
3591,1 7 14 8 3
3592,1 9 3
3593,1 2 3
3594,1 6 3
3595,1 2 33 3
3596,1 2 3
3597,1 6 52 3
3598,1 7 68 3
3599,1 9 3
3600,1 2 3
3601,1 6 81 3
3602,1 2 29 3
3603,1 7 3
3604,1 2 59 3
3605,1 6 3
3606,1 7 17 26 3
3607,1 2 3
3608,1 6 83 3
3609,1 7 53 3
3610,1 9 60 3
3611,1 2 77 3
3612,1 6 3
3613,1 7 20 53 3
3614,1 9 25 3
3615,1 2 47 3
3616,1 6 80 3
3617,1 2 73 3
3618,1 6 31 3
3619,1 2 3
3620,1 6 58 3
3621,1 2 66 3
3622,1 6 3
3623,1 7 65 3
3624,1 9 4 3
3625,1 2 5 3
3626,1 6 3
3627,1 7 10 3
3628,1 9 14 58 3
3629,1 2 3
3630,1 6 3
3631,1 2 17 54 3
3632,11 12 13 14 24 3
3633,11 12 16 68 3
3634,1 7 3
3635,11 12 19 20 60 3
3636,11 12 22 30 3
3637,11 12 13 78 3
3638,11 12 12 13 42 3
3639,11 12 12 19 36 3
3640,11 12 16 81 3
3641,11 12 13 35 3
3642,11 12 19 14 39 3
3643,11 12 12 12 12 12 12 72
3644,11 12 12 12 12 13 49 3
3645,11 12 12 12 12 16 21 3
3646,1 2 3
3647,11 12 13 17 15 3
3648,11 12 19 23 65 3
3649,1 6 3
3650,11 12 12 12 12 16 27 45 3
3651,11 12 13 83 3
3652,1 2 57 3
3653,1 7 41 3
3654,11 12 19 77 3
3655,11 12 22 20 40 3
3656,11 12 12 12 12 13 27 56 3
3657,11 12 12 12 12 19 32 3
3658,1 9 56 3
3659,11 12 13 20 56 3
3660,11 12 22 27 74 3
3661,11 12 19 21 3
3662,11 12 12 12 12 12 12 72
3663,11 12 12 12 12 12 12 72
3664,11 12 12 12 12 12 12 72
3665,11 12 12 12 12 12 12 72
3666,11 12 22 66 3
3667,11 12 12 12 12 12 12 72
3668,11 12 12 12 12 12 12 72
3669,1 2 29 3
3670,1 6 3
3671,1 2 3
3672,1 7 69 3
3673,1 2 3
3674,1 6 3
3675,1 7 3
3676,1 2 18 3
3677,1 6 3
3678,1 9 36 3
3679,1 9 23 82 3
3680,1 2 27 79 3
3681,1 6 38 3
3682,1 7 3
3683,1 75 47 3
3684,1 2 63 3
3685,1 6 3
3686,1 2 74 3
3687,1 6 17 59 3
3688,11 12 13 57 3
3689,1 7 27 73 3
3690,11 12 16 35 3
3691,11 12 19 38 3
3692,11 12 22 27 45 3
3693,11 12 12 12 19 27 39 3
3694,11 12 12 12 22 78 3
3695,11 12 12 12 12 12 12 72
3696,11 12 12 12 12 12 12 72
3697,11 12 12 12 12 12 12 72
3698,11 12 12 12 12 12 12 72
3699,11 12 12 12 16 17 40 3
3700,11 12 16 27 46 3
3701,11 12 12 12 13 34 3
3702,11 12 12 12 22 79 3
3703,1 2 49 3
3704,11 12 13 32 3
3705,11 12 12 12 12 12 12 13 17 73 3
3706,11 12 12 12 12 12 12 16 15 3
3707,11 12 12 12 19 27 43 3
3708,11 12 12 12 22 8 3
3709,11 12 12 12 12 12 12 19 39 3
3710,11 12 12 12 12 12 12 22 79 3
3711,11 12 12 12 12 12 12 72
3712,11 12 12 12 12 12 12 72
3713,11 12 13 47 3
3714,11 12 12 12 19 42 3
3715,11 12 12 12 12 12 12 72
3716,11 12 12 12 12 12 12 72
3717,11 12 12 12 13 14 74 3
3718,11 12 12 12 16 17 46 3
3719,11 12 12 12 12 12 12 72
3720,1 2 25 3
3721,11 12 12 12 12 12 12 72
3722,11 12 12 12 22 48 3
3723,11 12 12 12 12 12 12 72
3724,11 12 12 12 16 51 3
3725,11 12 12 12 12 12 12 72
3726,11 12 12 12 12 12 12 72
3727,1 6 3
3728,11 12 12 12 12 12 12 72
3729,1 2 4 3
3730,1 7 3
3731,1 9 3
3732,1 75 33 3
3733,1 2 5 3
3734,1 6 23 5 3
3735,1 7 3
3736,1 2 29 3
3737,1 2 3
3738,1 2 3
3739,1 6 3
3740,1 7 27 41 3
3741,1 9 69 3
3742,1 2 3
3743,1 6 18 3
3744,1 7 17 10 3
3745,1 2 3
3746,1 9 3
3747,1 75 3
3748,1 76 14 26 3
3749,1 84 47 3
3750,11 12 12 19 17 35 3
3751,11 12 12 22 24 3
3752,11 12 12 16 52 3
3753,11 12 12 12 12 12 13 28 3
3754,11 12 12 12 12 12 16 14 40 3
3755,11 12 12 13 74 3
3756,11 12 12 12 12 12 12 16 42 3
3757,11 12 12 12 12 12 12 22 27 52 3
3758,1 2 4 3
3759,1 6 3
3760,1 7 8 3
3761,11 12 12 12 12 12 12 72
3762,11 12 12 12 12 12 12 72
3763,11 12 12 16 82 3
3764,11 12 12 19 15 3
3765,11 12 12 12 12 12 12 16 63 3
3766,1 2 3
3767,11 12 12 12 12 12 12 19 38 3
3768,11 12 12 12 12 12 12 22 32 3
3769,1 7 14 37 3
3770,11 12 12 12 12 12 12 72
3771,11 12 12 12 12 12 12 72
3772,11 12 12 12 12 12 12 72
3773,11 12 12 12 12 12 12 72
3774,11 12 12 12 12 12 12 72
3775,1 6 3
3776,11 12 12 12 12 12 12 72
3777,11 12 12 12 12 12 12 72
3778,11 12 12 22 60 3
3779,11 12 12 12 12 12 12 72
3780,11 12 12 12 12 12 12 72
3781,11 12 12 12 12 12 12 72
3782,11 12 12 12 12 12 12 72
3783,11 12 12 12 12 12 12 72
3784,1 2 3
3785,11 12 12 12 12 12 12 72
3786,11 12 12 12 12 12 12 72
3787,11 12 12 12 12 12 12 72
3788,1 6 3
3789,1 7 3
3790,11 12 12 12 12 12 12 72
3791,1 9 3
3792,11 12 12 12 12 12 12 72
3793,1 2 3
3794,1 2 3
3795,1 6 3
3796,1 7 3
3797,1 9 53 3
3798,1 2 3
3799,1 6 3
3800,1 7 3
3801,1 9 23 58 3
3802,1 75 55 3
3803,1 76 57 3
3804,1 84 3
3805,11 12 13 30 3
3806,11 12 16 14 59 3
3807,11 12 12 12 12 19 24 3
3808,11 12 12 12 12 22 14 34 3
3809,11 12 12 12 12 12 22 24 3
3810,11 12 12 12 12 12 19 23 64 23 38 3
3811,1 2 3
3812,11 12 12 12 12 12 12 72
3813,1 6 3
3814,11 12 12 12 12 12 12 72
3815,11 12 12 12 12 12 12 72
3816,1 7 3
3817,11 12 12 12 12 12 12 72
3818,11 12 12 12 12 12 12 72
3819,11 12 12 12 12 12 12 72
3820,11 12 12 12 12 12 12 72
3821,11 12 12 12 12 12 12 72
3822,11 12 12 12 12 12 12 72
3823,1 9 41 3
3824,11 12 12 12 12 13 35 3
3825,11 12 12 12 12 16 33 3
3826,11 12 12 12 12 19 63 3
3827,11 12 12 12 12 12 12 72
3828,11 12 12 12 12 12 12 72
3829,11 12 12 12 12 12 12 72
3830,1 2 3
3831,11 12 12 12 12 12 12 72
3832,11 12 12 12 12 12 12 72
3833,1 6 3
3834,1 7 3
3835,11 12 12 12 12 12 12 72
3836,11 12 12 12 12 12 12 72
3837,11 12 12 12 12 12 12 72
3838,11 12 12 12 12 12 12 72
3839,1 2 3
3840,11 12 12 12 12 12 12 72
3841,11 12 12 12 12 12 12 72
3842,11 12 12 12 12 12 12 72
3843,11 12 12 12 12 12 12 72
3844,1 6 3
3845,11 12 12 12 12 12 12 72
3846,11 12 12 12 12 12 12 72
3847,11 12 12 12 12 12 12 72
3848,11 12 12 12 12 12 12 72
3849,1 2 54 3
3850,1 2 3
3851,1 6 23 33 3
3852,1 2 3
3853,1 7 29 3
3854,1 6 56 3
3855,1 2 3
3856,1 6 69 3
3857,1 2 3
3858,1 2 3
3859,1 6 3
3860,1 2 3
3861,1 7 68 3
3862,1 6 64 3
3863,11 12 12 12 13 30 3
3864,11 12 12 12 16 54 3
3865,11 12 12 12 12 12 12 72
3866,11 12 12 12 12 12 12 72
3867,1 2 20 53 3
3868,11 12 12 12 12 12 12 72
3869,11 12 12 12 12 12 12 13 14 24 3
3870,11 12 12 12 12 12 12 16 17 69 3
3871,11 12 12 12 12 12 12 19 15 3
3872,11 12 12 12 12 12 12 72
3873,11 12 12 12 12 12 12 72
3874,11 12 12 12 12 12 12 72
3875,11 12 12 12 12 12 12 72
3876,11 12 12 12 12 12 12 72
3877,11 12 12 12 12 12 12 72
3878,1 2 81 3
3879,11 12 12 12 22 64 3
3880,1 6 83 3
3881,11 12 12 12 12 12 12 22 30 3
3882,11 12 12 12 12 12 12 72
3883,11 12 12 12 12 12 12 72
3884,11 12 12 12 12 12 12 72
3885,11 12 12 12 12 12 12 72
3886,11 12 12 12 12 12 12 72
3887,11 12 12 12 12 12 12 72
3888,11 12 12 12 12 12 12 72
3889,1 2 3
3890,11 12 12 12 12 12 12 72
3891,11 12 12 12 12 12 12 72
3892,11 12 12 12 12 12 12 72
3893,1 7 77 3
3894,11 12 12 12 12 12 12 72
3895,11 12 12 12 12 12 12 72
3896,11 12 12 12 12 12 12 72
3897,11 12 12 12 12 12 12 72
3898,11 12 12 12 12 12 12 72
3899,1 2 65 3
3900,1 6 54 3
3901,1 7 3
3902,1 2 3
3903,1 6 23 29 3
3904,1 2 29 3
3905,1 2 27 36 3
3906,1 6 3
3907,1 7 14 58 3
3908,1 9 69 3
3909,1 2 3
3910,1 6 3
3911,1 6 3
3912,1 2 3
3913,1 7 80 3
3914,1 9 17 69 3
3915,1 75 3
3916,1 76 3
3917,1 2 3
