case_id,trace
12225,1 7 3
12226,1 9 53 3
12227,1 75 3
12228,1 2 57 3
12229,1 6 3
12230,1 7 3
12231,1 9 55 3
12232,1 75 23 29 3
12233,1 76 58 3
12234,1 84 41 3
12235,1 2 27 54 3
12236,1 6 3
12237,1 7 3
12238,11 12 13 27 34 3
12239,11 12 16 74 3
12240,11 12 19 14 30 3
12241,1 2 17 36 3
12242,11 12 13 14 83 3
12243,11 12 19 24 3
12244,11 12 22 68 3
12245,11 12 12 12 12 12 12 72
12246,1 6 56 3
12247,11 12 12 12 12 12 12 72
12248,11 12 12 12 12 12 12 72
12249,11 12 12 12 12 12 12 72
12250,11 12 12 12 12 12 12 72
12251,11 12 12 12 12 12 12 72
12252,11 12 12 12 12 12 12 72
12253,11 12 12 12 12 12 12 72
12254,11 12 12 12 12 12 12 72
12255,11 12 12 12 12 12 12 72
12256,11 12 12 12 12 12 12 72
12257,11 12 12 12 12 12 12 72
12258,11 12 12 12 12 12 12 72
12259,11 12 13 14 24 3
12260,11 12 19 59 3
12261,11 12 12 12 12 12 12 72
12262,11 12 12 12 12 12 12 72
12263,1 2 69 3
12264,11 12 12 12 12 12 12 72
12265,1 6 3
12266,11 12 12 12 12 12 12 72
12267,11 12 12 12 12 12 12 72
12268,11 12 12 12 12 12 12 72
12269,11 12 12 12 12 12 12 72
12270,1 7 3
12271,11 12 12 12 12 12 12 72
12272,11 12 12 12 12 12 12 72
12273,11 12 12 12 12 12 12 72
12274,11 12 12 12 12 12 12 72
12275,11 12 12 12 12 12 12 72
12276,1 2 3
12277,11 12 12 12 12 12 12 72
12278,11 12 12 12 12 12 12 72
12279,1 6 23 18 3
12280,11 12 12 12 12 12 12 72
12281,1 9 3
12282,11 12 12 12 12 12 12 72
12283,11 12 12 12 12 12 12 72
12284,11 12 12 12 12 12 12 72
12285,1 6 3
12286,1 2 3
12287,1 2 47 3
12288,1 2 23 79 3
12289,1 6 3
12290,1 7 38 3
12291,1 9 3
12292,1 75 3
12293,1 2 3
12294,11 12 13 49 3
12295,11 12 16 27 46 3
12296,11 12 19 59 3
12297,11 12 22 14 83 3
12298,11 12 12 12 12 12 12 22 24 3
12299,11 12 12 12 12 12 12 72
12300,1 2 3
12301,11 12 12 12 12 12 12 22 15 3
12302,1 6 49 3
12303,11 12 12 12 12 12 12 72
12304,1 7 3
12305,11 12 12 12 12 12 12 72
12306,11 12 12 12 12 12 12 72
12307,11 12 12 12 12 12 12 72
12308,11 12 12 12 12 12 12 22 27 10 3
12309,11 12 12 12 12 12 12 72
12310,11 12 12 12 12 12 12 72
12311,11 12 12 12 12 12 12 72
12312,11 12 12 12 12 12 12 72
12313,1 2 3
12314,11 12 12 12 12 12 12 22 27 35 3
12315,11 12 12 12 12 12 12 72
12316,1 6 20 37 3
12317,11 12 12 12 12 12 12 19 14 30 3
12318,11 12 12 12 12 12 12 72
12319,11 12 12 12 12 12 12 72
12320,11 12 12 12 12 12 12 72
12321,11 12 12 12 12 12 12 72
12322,11 12 12 12 12 12 12 72
12323,11 12 12 12 12 12 12 72
12324,1 2 77 3
12325,11 12 12 12 12 12 12 72
12326,11 12 12 12 12 12 12 72
12327,11 12 12 12 12 12 12 72
12328,1 7 56 3
12329,11 12 12 12 12 12 12 72
12330,11 12 12 12 12 12 12 72
12331,11 12 12 12 12 12 12 72
12332,11 12 12 12 12 12 12 72
12333,1 6 3
12334,11 12 12 12 12 12 12 72
12335,1 9 33 3
12336,11 12 12 12 12 12 12 72
12337,11 12 12 12 12 12 12 72
12338,1 2 69 3
12339,1 6 23 10 3
12340,1 7 3
12341,1 9 3
12342,1 2 80 3
12343,1 75 38 3
12344,1 2 73 3
12345,1 6 3
12346,1 2 31 3
12347,1 6 3
12348,1 7 3
12349,1 2 3
12350,1 6 58 3
12351,1 7 65 3
12352,1 2 3
12353,1 6 66 3
12354,1 2 4 3
12355,1 7 26 3
12356,11 12 12 12 12 13 33 3
12357,1 9 3
12358,1 75 5 3
12359,11 12 12 12 12 16 20 24 3
12360,11 12 12 12 12 19 64 3
12361,1 76 3
12362,11 12 12 12 12 12 12 72
12363,11 12 12 12 12 12 12 72
12364,1 84 8 3
12365,11 12 12 12 12 12 12 72
12366,11 12 12 12 12 12 12 72
12367,11 12 12 12 12 12 12 72
12368,11 12 12 12 12 12 12 72
12369,1 2 27 57 3
12370,11 12 12 12 12 12 12 72
12371,11 12 12 12 12 12 12 72
12372,11 12 12 12 12 12 12 72
12373,11 12 12 12 12 12 12 72
12374,11 12 12 12 12 12 12 72
12375,11 12 12 12 12 12 12 72
12376,1 6 37 3
12377,11 12 12 12 12 12 12 72
12378,11 12 12 12 12 12 12 72
12379,11 12 12 12 12 12 12 72
12380,1 2 53 3
12381,11 12 12 12 12 12 12 72
12382,11 12 12 12 12 12 12 72
12383,11 12 12 12 12 12 12 72
12384,1 7 55 3
12385,1 9 3
12386,11 12 12 12 12 12 12 72
12387,11 12 12 12 12 12 12 72
12388,11 12 12 12 12 12 12 72
12389,11 12 12 12 12 12 12 72
12390,11 12 12 12 12 12 12 72
12391,11 12 12 12 12 12 12 72
12392,11 12 12 12 12 12 12 72
12393,1 6 3
12394,11 12 12 12 12 12 12 72
12395,1 2 58 3
12396,1 2 3
12397,1 6 3
12398,1 7 3
12399,1 9 41 3
12400,1 75 3
12401,1 76 3
12402,1 84 3
12403,1 2 3
12404,1 6 54 3
12405,1 2 56 3
12406,1 6 29 3
12407,1 2 3
12408,1 7 3
12409,1 6 69 3
12410,1 9 36 3
12411,1 2 18 3
12412,1 75 3
12413,1 7 3
12414,1 6 47 3
12415,1 2 38 3
12416,11 12 12 12 22 30 3
12417,11 12 12 12 12 16 49 3
12418,1 6 3
12419,11 12 12 12 12 22 34 3
12420,1 7 63 3
12421,11 12 12 12 12 12 12 72
12422,11 12 12 12 12 12 12 72
12423,11 12 12 12 12 12 12 72
12424,11 12 12 12 12 12 12 72
12425,11 12 12 12 12 12 12 72
12426,11 12 12 12 12 12 12 72
12427,11 12 12 12 12 12 12 72
12428,1 2 64 3
12429,1 6 3
12430,11 12 12 12 12 12 12 72
12431,11 12 12 12 12 12 12 72
12432,11 12 12 12 12 12 12 72
12433,1 7 3
12434,11 12 12 12 12 12 12 72
12435,11 12 12 12 12 12 12 72
12436,11 12 12 12 12 12 12 72
12437,11 12 12 12 12 12 12 72
12438,11 12 12 12 12 12 12 72
12439,1 2 52 3
12440,11 12 12 12 12 12 12 72
12441,11 12 12 12 12 12 12 72
12442,11 12 12 12 12 12 12 72
12443,11 12 12 12 12 12 12 72
12444,1 6 74 3
12445,1 7 33 3
12446,11 12 12 12 12 12 12 72
12447,11 12 12 12 12 12 12 72
12448,11 12 12 12 12 12 12 72
12449,11 12 12 12 12 12 12 72
12450,11 12 12 12 12 12 12 72
12451,1 9 3
12452,11 12 12 12 12 12 12 72
12453,11 12 12 12 12 12 12 72
12454,11 12 12 12 12 12 12 72
12455,11 12 12 12 12 12 12 72
12456,1 2 68 3
12457,1 6 3
12458,1 6 3
12459,1 2 3
12460,1 6 78 3
12461,1 2 3
12462,1 2 79 3
12463,1 6 3
12464,1 2 81 3
12465,1 6 23 37 3
12466,1 7 3
12467,1 9 82 3
12468,1 2 3
12469,1 6 3
12470,1 7 3
12471,1 9 60 3
12472,1 2 3
12473,1 6 77 3
12474,1 7 27 8 3
12475,1 6 80 3
12476,1 2 3
12477,1 7 3
12478,1 9 25 3
12479,1 75 3
12480,1 2 3
12481,1 6 73 3
12482,1 7 78 3
12483,1 9 3
12484,1 2 33 3
12485,1 75 3
12486,1 6 65 3
12487,1 2 68 3
12488,1 2 56 3
12489,1 6 14 55 3
12490,1 7 79 3
12491,1 9 82 3
12492,1 75 29 3
12493,1 2 3
12494,1 6 3
12495,1 2 59 3
12496,1 6 49 3
12497,1 7 31 3
12498,1 9 69 3
12499,1 75 26 3
12500,1 76 3
12501,1 2 36 3
12502,1 2 60 3
12503,1 2 17 26 3
12504,1 6 3
12505,1 2 20 53 3
12506,1 7 3
12507,1 6 63 3
12508,1 2 3
12509,1 6 64 3
12510,1 2 41 3
12511,1 6 3
12512,1 7 3
12513,1 2 3
12514,1 6 66 3
12515,1 2 27 58 3
12516,1 7 3
12517,1 2 4 3
12518,1 2 3
12519,1 6 17 54 3
12520,1 2 3
12521,1 6 23 41 3
12522,1 2 5 3
12523,11 12 13 30 3
12524,11 12 16 68 3
12525,11 12 19 74 3
12526,11 12 22 27 28 3
12527,11 12 12 16 74 3
12528,1 7 10 3
12529,11 12 12 19 32 3
12530,11 12 22 78 3
12531,11 12 13 35 3
12532,11 12 16 27 25 3
12533,11 12 19 81 3
12534,11 12 12 12 12 19 28 3
12535,1 2 57 3
12536,11 12 12 12 12 13 27 21 3
12537,11 12 12 12 12 16 25 3
12538,11 12 13 59 3
12539,11 12 19 17 39 3
12540,11 12 12 12 12 19 39 3
12541,11 12 12 12 12 16 31 3
12542,1 6 3
12543,11 12 13 77 3
12544,11 12 16 60 3
12545,11 12 12 12 12 13 40 3
12546,11 12 19 14 42 3
12547,11 12 12 12 12 12 12 72
12548,1 7 3
12549,11 12 12 12 12 12 12 72
12550,11 12 13 73 3
12551,11 12 16 21 3
12552,11 12 19 40 3
12553,11 12 12 12 12 16 24 3
12554,11 12 13 17 29 3
12555,11 12 16 23 18 3
12556,11 12 19 43 3
12557,1 2 56 3
12558,11 12 12 12 12 12 12 72
12559,1 6 3
12560,11 12 12 12 12 12 12 72
12561,1 7 29 3
12562,1 2 69 3
12563,1 6 18 3
12564,1 7 3
12565,1 9 36 3
12566,1 75 3
12567,1 2 47 3
12568,1 2 38 3
12569,1 6 23 82 3
12570,1 7 63 3
12571,1 2 3
12572,1 6 52 3
12573,1 2 14 83 3
12574,11 12 13 27 48 3
12575,11 12 16 34 3
12576,11 12 19 52 3
12577,11 12 22 45 30 3
12578,1 6 79 3
12579,11 12 12 12 19 24 3
12580,11 12 12 12 12 12 12 72
12581,11 12 13 68 3
12582,11 12 22 46 3
12583,11 12 12 12 13 52 3
12584,11 12 19 51 3
12585,11 12 12 12 12 12 12 72
12586,11 12 12 12 12 12 12 72
12587,11 12 12 12 12 12 12 72
12588,11 12 12 12 12 12 12 72
12589,11 12 12 12 12 12 12 72
12590,11 12 12 12 22 80 3
12591,1 2 80 3
12592,11 12 12 12 12 12 12 72
12593,11 12 12 12 12 12 12 72
12594,11 12 12 12 22 15 3
12595,11 12 12 12 19 23 43 3
12596,11 12 12 12 12 12 12 72
12597,11 12 12 12 12 12 12 72
12598,11 12 12 12 12 12 12 72
12599,11 12 12 12 16 14 42 3
12600,1 6 20 38 3
12601,11 12 12 12 22 66 3
12602,11 12 12 12 13 68 3
12603,1 2 3
12604,11 12 12 12 22 17 28 3
12605,1 7 31 3
12606,11 12 12 12 12 12 12 72
12607,11 12 12 12 12 12 12 72
12608,11 12 12 12 12 12 12 72
12609,11 12 12 12 12 12 12 72
12610,1 9 3
12611,11 12 12 12 12 12 12 72
12612,11 12 12 12 12 12 12 72
12613,1 75 4 3
12614,1 2 68 3
12615,1 6 3
12616,1 7 3
12617,1 9 47 3
12618,1 76 3
12619,1 2 74 3
12620,1 6 3
12621,1 7 3
12622,1 2 63 3
12623,1 6 23 10 3
12624,1 7 3
12625,1 9 64 3
12626,1 2 3
12627,1 75 3
12628,1 2 3
12629,1 6 65 3
12630,1 7 66 3
12631,1 9 3
12632,1 2 17 8 3
12633,1 2 4 3
12634,1 6 3
12635,11 12 12 19 14 30 3
12636,11 12 12 22 20 73 3
12637,1 7 26 3
12638,11 12 12 16 27 35 3
12639,1 9 5 3
12640,11 12 12 12 12 12 13 17 31 3
12641,11 12 12 13 17 4 3
12642,11 12 12 22 60 3
12643,11 12 12 12 12 12 12 13 20 45 3
12644,1 75 3
12645,11 12 12 12 12 12 12 16 27 68 3
12646,1 76 3
12647,11 12 12 12 12 12 12 19 23 46 3
12648,1 84 3
12649,11 12 12 16 23 34 3
12650,11 12 12 22 14 65 3
12651,11 12 12 12 12 12 12 72
12652,1 2 3
12653,11 12 12 12 12 12 12 72
12654,11 12 12 12 12 12 12 72
12655,1 6 37 3
12656,11 12 12 12 12 12 12 72
12657,11 12 12 12 12 12 12 72
12658,11 12 12 12 12 12 12 72
12659,1 2 23 55 3
12660,1 7 53 3
12661,11 12 12 12 12 12 12 72
12662,11 12 12 12 12 12 12 72
12663,11 12 12 12 12 12 12 72
12664,11 12 12 12 12 12 12 72
12665,11 12 12 12 12 12 12 72
12666,11 12 12 12 12 12 12 72
12667,11 12 12 12 12 12 12 72
12668,11 12 12 19 56 3
12669,11 12 12 12 12 12 12 72
12670,11 12 12 12 12 12 12 72
12671,11 12 12 12 12 12 12 72
12672,1 2 3
12673,11 12 12 12 12 12 12 72
12674,11 12 12 12 12 12 12 72
12675,1 6 3
12676,1 2 23 69 3
12677,1 2 3
12678,1 6 57 3
12679,1 7 3
12680,1 9 58 3
12681,1 2 27 29 3
12682,1 6 3
12683,1 7 41 3
12684,1 2 54 3
12685,1 6 56 3
12686,1 2 3
12687,1 6 3
12688,11 12 13 81 3
12689,11 12 16 79 3
12690,1 7 36 3
12691,11 12 12 12 12 16 27 30 3
12692,11 12 12 12 12 19 58 3
12693,1 2 3
12694,11 12 12 12 12 12 16 40 3
12695,11 12 12 12 12 12 12 72
12696,11 12 12 12 12 12 12 72
12697,11 12 12 12 12 12 12 72
12698,11 12 12 12 12 12 12 72
12699,11 12 12 12 12 12 12 72
12700,11 12 12 12 12 12 12 72
12701,11 12 12 12 12 12 12 72
12702,11 12 12 12 12 12 12 72
12703,11 12 12 12 12 12 12 72
12704,11 12 12 12 12 12 12 72
12705,11 12 12 12 12 12 12 72
12706,1 2 3
12707,11 12 12 12 12 12 12 72
12708,1 6 18 3
12709,11 12 12 12 12 12 12 72
12710,11 12 12 12 12 12 12 72
12711,11 12 12 12 12 12 12 72
12712,1 2 3
12713,11 12 12 12 12 12 12 72
12714,1 7 3
12715,11 12 12 12 12 12 12 72
12716,11 12 12 12 12 12 12 72
12717,1 6 3
12718,11 12 12 12 12 12 12 72
12719,11 12 12 12 12 12 12 72
12720,11 12 12 12 12 12 12 72
12721,11 12 12 12 12 12 12 72
12722,11 12 12 12 12 12 12 72
12723,1 7 23 77 3
12724,11 12 12 12 12 12 12 72
12725,11 12 12 12 12 12 12 72
12726,11 12 12 12 12 12 12 72
12727,11 12 12 12 12 12 12 72
12728,11 12 12 12 12 12 12 72
12729,11 12 12 12 12 12 12 72
12730,1 2 3
12731,1 6 14 49 3
12732,1 7 27 59 3
12733,1 9 3
12734,1 75 3
12735,1 76 47 3
12736,1 2 3
12737,1 6 38 3
12738,1 7 17 83 3
12739,1 2 63 3
12740,1 9 64 3
12741,1 75 3
12742,1 2 33 3
12743,1 6 3
12744,1 7 3
12745,1 2 78 3
12746,1 6 3
12747,1 7 3
12748,1 9 3
12749,11 12 12 12 13 37 3
12750,1 2 82 3
12751,11 12 12 12 22 20 24 3
12752,11 12 12 12 12 13 83 3
12753,11 12 12 12 12 16 15 3
12754,11 12 12 12 12 12 12 13 54 3
12755,1 75 3
12756,11 12 12 12 12 12 12 16 40 3
12757,11 12 12 12 12 12 12 72
12758,11 12 12 12 12 12 12 72
12759,11 12 12 12 12 12 12 72
12760,1 2 3
12761,11 12 12 12 12 12 12 72
12762,11 12 12 12 12 12 12 72
12763,11 12 12 12 12 12 12 72
12764,11 12 12 12 12 12 12 72
12765,1 6 3
12766,11 12 12 12 12 12 12 72
12767,11 12 12 12 12 12 12 72
12768,11 12 12 12 12 12 12 72
12769,11 12 12 12 12 12 12 72
12770,11 12 12 12 12 12 12 72
12771,11 12 12 12 12 12 12 72
12772,11 12 12 12 12 12 12 72
12773,11 12 12 12 12 12 12 72
12774,11 12 12 12 12 12 12 72
12775,11 12 12 12 12 12 12 72
12776,11 12 12 12 12 12 12 72
12777,11 12 12 12 12 12 12 72
12778,11 12 12 12 12 12 12 72
12779,11 12 12 12 12 12 12 72
12780,11 12 12 12 12 12 12 72
12781,11 12 12 12 12 12 12 72
12782,11 12 12 12 12 12 12 72
12783,11 12 12 12 12 12 12 72
12784,11 12 12 12 12 12 12 72
12785,11 12 12 12 12 12 12 72
12786,11 12 12 12 12 12 12 72
12787,1 2 27 26 3
12788,1 6 23 55 3
12789,1 7 78 3
12790,1 9 3
12791,1 2 14 53 3
12792,1 6 8 3
12793,1 7 3
12794,1 2 3
12795,1 2 3
12796,1 6 3
12797,1 7 3
12798,1 2 3
12799,1 6 3
12800,1 2 3
12801,1 2 37 3
12802,1 6 53 3
12803,1 7 17 8 3
12804,1 2 3
12805,1 9 20 57 3
12806,1 6 3
12807,1 7 17 54 3
12808,1 2 3
12809,1 2 47 3
12810,1 6 3
12811,1 2 27 69 3
12812,1 6 14 29 17 59 3
12813,1 7 3
12814,1 2 3
12815,1 2 3
12816,1 6 57 3
12817,1 2 3
12818,1 7 63 3
12819,1 6 3
12820,1 9 64 3
12821,1 2 3
12822,1 7 23 41 3
12823,1 2 20 36 3
12824,1 2 58 3
12825,1 6 3
12826,1 2 3
12827,1 6 4 3
12828,1 7 3
12829,1 2 3
12830,1 6 3
12831,1 7 3
12832,1 2 5 3
12833,1 6 10 3
12834,1 2 23 4 3
12835,11 12 13 35 3
12836,11 12 16 23 25 3
12837,11 12 19 34 3
12838,11 12 22 27 66 3
12839,11 12 13 49 3
12840,11 12 16 39 3
12841,11 12 12 12 19 73 3
12842,11 12 12 12 13 65 3
12843,11 12 19 14 21 3
12844,11 12 22 60 3
12845,11 12 12 12 19 52 3
12846,1 2 3
12847,11 12 12 12 12 16 20 42 3
12848,11 12 12 12 12 13 78 3
12849,11 12 12 12 12 19 23 43 3
12850,11 12 19 14 74 3
12851,1 6 56 3
12852,1 7 14 38 3
12853,11 12 13 23 42 3
12854,1 9 3
12855,11 12 22 73 3
12856,11 12 12 12 12 12 12 72
12857,11 12 12 12 12 12 12 72
12858,11 12 12 12 12 12 12 72
12859,11 12 12 12 12 12 12 72
12860,11 12 12 12 12 12 12 72
12861,11 12 12 12 12 12 12 72
12862,11 12 12 12 12 12 12 72
12863,11 12 13 43 3
12864,11 12 22 65 3
12865,11 12 12 12 12 12 12 72
12866,11 12 12 12 12 12 12 72
12867,11 12 12 12 12 12 12 72
12868,1 2 18 3
12869,11 12 12 12 12 12 12 72
12870,11 12 12 12 12 12 12 72
12871,11 12 12 12 12 12 12 72
12872,11 12 12 12 12 12 12 72
12873,1 6 3
12874,11 12 12 12 12 12 12 72
12875,1 7 47 3
12876,11 12 13 32 3
12877,1 2 63 3
12878,1 6 3
12879,1 7 3
12880,1 2 3
12881,1 6 23 79 3
12882,1 7 64 3
12883,1 2 52 3
12884,1 6 33 3
12885,1 6 3
12886,1 2 27 82 3
12887,1 6 74 3
12888,1 7 68 3
12889,1 9 14 81 3
12890,1 75 3
12891,1 76 78 3
12892,1 84 20 77 3
12893,11 12 13 14 81 3
12894,11 12 16 17 51 3
12895,1 2 3
12896,1 6 3
12897,11 12 19 78 3
12898,11 12 22 48 3
12899,11 12 12 19 20 21 3
12900,11 12 13 79 3
12901,11 12 19 50 3
12902,1 7 59 3
12903,11 12 16 27 82 3
12904,11 12 22 61 3
12905,11 12 12 12 16 20 28 3
12906,11 12 12 16 31 3
12907,11 12 12 12 19 24 3
12908,11 12 12 22 15 3
12909,11 12 12 12 13 74 3
12910,1 2 80 3
12911,11 12 12 12 22 35 3
12912,11 12 12 12 12 12 12 13 27 39 3
12913,11 12 12 12 12 12 12 13 83 3
12914,1 6 17 4 3
12915,11 12 12 12 12 12 12 72
12916,11 12 12 12 12 12 12 72
12917,11 12 12 12 12 12 12 72
12918,11 12 12 12 12 12 12 72
12919,1 7 3
12920,1 2 3
12921,11 12 12 12 12 12 12 72
12922,11 12 12 12 12 12 12 72
12923,11 12 12 12 12 12 12 72
12924,11 12 12 12 12 12 12 72
12925,11 12 12 12 12 12 12 72
12926,11 12 12 12 12 12 12 72
12927,11 12 12 12 12 12 12 72
12928,11 12 12 12 12 12 12 72
12929,11 12 12 12 12 12 12 72
12930,1 2 3
12931,1 6 3
12932,1 2 5 3
12933,1 6 23 56 3
12934,1 7 3
12935,1 2 3
12936,1 9 10 3
12937,1 75 27 41 3
12938,1 7 8 3
12939,1 2 26 3
12940,1 6 3
12941,1 7 3
12942,1 6 37 3
12943,1 9 53 3
12944,1 2 55 3
12945,1 6 3
12946,11 12 13 83 3
12947,11 12 16 24 3
12948,11 12 19 30 3
12949,1 2 58 3
12950,11 12 22 17 34 3
12951,11 12 12 22 37 3
12952,1 6 57 3
12953,11 12 12 12 12 12 13 17 60 3
12954,11 12 22 28 3
12955,1 7 54 3
12956,11 12 12 13 63 3
12957,11 12 13 35 3
12958,11 12 16 80 3
12959,11 12 22 14 39 3
12960,11 12 12 13 55 3
12961,11 12 12 22 17 45 3
12962,11 12 12 12 12 12 16 58 3
12963,11 12 12 12 12 12 13 27 34 3
12964,11 12 12 12 12 12 16 41 3
12965,1 2 29 3
12966,11 12 12 12 12 12 19 35 3
12967,11 12 12 12 12 12 22 66 3
12968,1 6 69 3
12969,11 12 12 12 12 12 12 72
12970,11 12 12 12 12 12 12 72
12971,1 7 3
12972,1 9 3
12973,1 75 36 3
12974,11 12 12 12 12 12 12 72
12975,11 12 12 12 12 12 12 72
12976,11 12 12 12 12 12 12 72
12977,11 12 12 12 12 12 12 72
12978,11 12 12 12 12 12 12 72
12979,11 12 12 12 12 12 12 72
12980,11 12 12 12 12 12 12 72
12981,11 12 12 12 12 12 12 72
12982,11 12 12 12 12 12 12 72
12983,11 12 12 12 12 12 12 72
12984,1 2 3
12985,11 12 12 12 12 12 12 72
12986,11 12 12 12 12 12 12 72
12987,1 6 3
12988,11 12 12 12 12 12 12 72
12989,1 7 23 77 3
12990,1 9 38 3
12991,1 75 47 3
12992,1 76 18 3
12993,1 84 27 66 3
12994,1 2 14 60 3
12995,1 85 3
12996,1 2 3
12997,1 6 63 3
12998,1 2 3
12999,1 2 64 3
13000,1 6 33 3
13001,1 7 52 3
13002,1 2 49 3
13003,11 12 13 17 68 3
13004,11 12 16 30 3
13005,1 6 25 3
13006,11 12 19 36 3
13007,1 2 3
13008,11 12 12 12 12 16 24 3
13009,11 12 12 12 12 19 47 3
13010,11 12 12 12 12 22 28 3
13011,11 12 16 14 79 3
13012,1 7 3
13013,11 12 19 23 15 3
13014,11 12 22 27 81 3
13015,11 12 12 12 12 12 12 72
13016,11 12 12 12 12 12 12 72
13017,11 12 12 12 12 12 12 72
13018,11 12 12 12 12 19 14 77 3
13019,11 12 12 12 12 12 12 72
13020,1 7 3
13021,1 9 3
13022,11 12 12 12 12 22 38 3
13023,11 12 12 12 12 12 12 72
13024,11 12 12 12 12 12 12 72
13025,1 2 3
13026,11 12 12 12 12 12 12 72
13027,11 12 12 12 12 12 12 72
13028,11 12 12 12 12 12 12 72
13029,11 12 12 12 12 12 12 72
13030,11 12 12 12 12 12 12 72
13031,11 12 12 12 12 12 12 72
13032,11 12 12 12 12 12 12 72
13033,11 12 12 12 12 12 12 72
13034,11 12 12 12 12 12 12 72
13035,11 12 12 12 12 12 12 72
13036,11 12 12 12 12 12 12 72
13037,11 12 12 12 12 12 12 72
13038,11 12 12 12 12 12 12 72
13039,11 12 12 12 12 12 12 72
13040,11 12 12 12 12 12 12 72
13041,11 12 12 12 12 12 12 72
13042,1 2 5 3
13043,1 6 3
13044,1 7 3
13045,1 9 10 3
13046,1 75 29 3
13047,1 2 3
13048,1 6 3
13049,1 7 23 82 3
13050,1 2 14 58 3
13051,1 6 27 38 3
13052,1 7 3
13053,11 12 12 12 13 55 3
13054,11 12 12 12 16 65 3
13055,11 12 12 12 19 30 3
13056,11 12 12 12 22 60 3
13057,1 2 8 3
13058,11 12 12 12 12 12 16 17 21 3
13059,11 12 12 12 12 12 19 14 49 3
13060,11 12 12 12 12 12 12 72
13061,11 12 12 12 12 12 12 72
13062,11 12 12 12 12 12 12 72
13063,11 12 12 12 12 12 12 72
13064,11 12 12 12 12 12 12 72
13065,11 12 12 12 12 12 12 72
13066,11 12 12 12 12 12 12 72
13067,11 12 12 12 12 12 12 72
13068,11 12 12 12 12 12 12 72
13069,11 12 12 12 12 12 12 72
13070,1 2 4 3
13071,11 12 12 12 12 12 12 72
13072,1 6 3
13073,11 12 12 12 12 12 12 72
13074,11 12 12 12 12 12 12 72
13075,11 12 12 12 12 12 12 72
13076,11 12 12 12 12 12 12 72
13077,11 12 12 12 12 12 12 72
13078,11 12 12 12 12 12 12 72
13079,11 12 12 12 12 12 12 72
13080,11 12 12 12 12 12 12 72
13081,1 2 5 3
13082,11 12 12 12 12 12 12 72
13083,11 12 12 12 12 12 12 72
13084,11 12 12 12 12 12 12 72
13085,11 12 12 12 12 12 12 72
13086,11 12 12 12 12 12 12 72
13087,11 12 12 12 12 12 12 72
13088,11 12 12 12 12 12 12 72
13089,1 2 10 3
13090,1 6 8 3
13091,1 7 26 3
13092,1 2 3
13093,1 6 3
13094,1 7 37 3
13095,1 2 3
13096,1 9 53 3
13097,1 75 23 53 3
13098,1 2 27 54 3
13099,1 6 3
13100,1 7 3
13101,1 9 3
13102,1 75 55 3
13103,1 2 14 74 3
13104,1 6 3
13105,1 7 57 3
13106,1 9 3
13107,1 2 3
13108,1 6 58 3
13109,1 2 3
13110,1 7 41 3
13111,1 9 54 3
13112,1 6 56 3
13113,1 7 29 3
13114,1 9 3
13115,1 2 3
13116,1 6 36 3
13117,1 7 3
13118,1 75 69 3
13119,1 2 3
13120,1 6 18 3
13121,1 2 3
13122,1 7 17 18 3
13123,1 6 3
13124,1 9 3
13125,1 75 47 3
13126,1 2 38 3
13127,1 6 20 82 3
13128,1 7 63 3
13129,1 9 23 73 3
13130,1 2 64 3
13131,1 6 3
13132,1 7 3
13133,1 9 14 25 3
13134,1 75 33 3
13135,1 2 52 3
13136,1 6 49 3
13137,1 2 82 3
13138,1 2 59 3
13139,1 6 3
13140,1 2 3
13141,1 6 83 3
13142,1 2 3
13143,1 7 3
13144,1 6 3
13145,1 2 10 3
13146,1 2 3
13147,1 6 3
13148,1 7 8 3
13149,1 9 3
13150,1 2 3
13151,1 75 3
13152,1 6 3
13153,1 7 37 3
13154,1 2 27 64 3
13155,1 6 3
13156,1 7 20 4 3
13157,1 2 3
13158,11 12 13 17 40 3
13159,11 12 16 25 3
13160,11 12 19 15 3
13161,11 12 22 80 3
13162,1 2 56 3
13163,11 12 12 22 23 35 3
13164,1 6 3
13165,1 7 3
13166,1 9 3
13167,11 12 12 12 12 12 12 72
13168,1 75 3
13169,11 12 12 13 49 3
13170,11 12 12 12 13 17 45 3
13171,1 76 77 3
13172,11 12 12 12 16 79 3
13173,1 84 3
13174,11 12 12 22 23 39 3
13175,1 85 3
13176,1 93 23 26 3
13177,11 12 12 12 12 12 12 72
13178,11 12 12 13 27 15 3
13179,11 12 12 12 12 12 12 72
13180,11 12 12 12 12 12 12 72
13181,11 12 12 12 12 12 12 72
13182,11 12 12 12 12 12 12 72
13183,1 7 80 3
13184,11 12 12 12 12 12 12 72
13185,11 12 12 12 12 12 12 72
13186,11 12 12 12 12 12 12 72
13187,11 12 12 12 12 12 12 72
13188,11 12 12 12 12 12 12 72
13189,11 12 12 12 12 12 12 72
13190,1 2 3
13191,1 6 31 3
13192,11 12 12 12 12 12 12 72
13193,11 12 12 12 12 12 12 72
13194,11 12 12 12 12 12 12 72
13195,11 12 12 13 69 3
13196,11 12 12 22 43 3
13197,11 12 12 12 12 12 12 72
13198,1 2 5 3
13199,11 12 12 12 12 12 12 72
13200,11 12 12 12 12 12 12 72
13201,1 6 8 3
13202,1 7 10 3
13203,1 9 37 3
13204,1 75 3
13205,1 76 3
13206,1 84 53 3
13207,1 2 55 3
